step,li_err, learning_rate, time_train, time_mc  
 5000, 0.2250499725341797, 0.009999999776482582, 90.36710977554321, 0.5237560272216797
10000, 0.7351837158203125, 0.009999999776482582, 89.46008253097534, 0.3694748878479004
15000, 0.39353370666503906, 0.009999999776482582, 89.6288537979126, 0.37331056594848633
20000, 0.8798198699951172, 0.009999999776482582, 89.99401068687439, 0.36981654167175293
25000, 0.5186767578125, 0.009999999776482582, 90.1155595779419, 0.36864447593688965
30000, 0.2193155288696289, 0.009999999776482582, 89.7270565032959, 0.3705606460571289
35000, 0.6617527008056641, 0.009999999776482582, 89.80687928199768, 0.3715646266937256
40000, 0.30828094482421875, 0.0010000000474974513, 89.5321831703186, 0.366499662399292
45000, 0.0919179916381836, 0.0010000000474974513, 90.11525416374207, 0.37120819091796875
50000, 0.20303916931152344, 0.0010000000474974513, 90.92703819274902, 0.36708712577819824
55000, 0.16322898864746094, 0.0010000000474974513, 91.17038798332214, 0.37120914459228516
60000, 0.13993358612060547, 0.0010000000474974513, 91.1208062171936, 0.3736231327056885
65000, 0.36707115173339844, 0.0010000000474974513, 91.64687323570251, 0.3730185031890869
70000, 0.056514739990234375, 0.0010000000474974513, 90.68639850616455, 0.37127113342285156
75000, 0.14058208465576172, 0.0010000000474974513, 90.81315922737122, 0.36678004264831543
80000, 0.08498382568359375, 0.00010000000474974513, 90.82333469390869, 0.3712003231048584
85000, 0.040329933166503906, 0.00010000000474974513, 91.00868201255798, 0.3697078227996826
90000, 0.03824424743652344, 0.00010000000474974513, 90.66198492050171, 0.36752820014953613
95000, 0.029474258422851562, 0.00010000000474974513, 91.09710741043091, 0.3714761734008789
100000, 0.03712177276611328, 0.00010000000474974513, 91.48172521591187, 0.3698291778564453
105000, 0.04624748229980469, 0.00010000000474974513, 91.29641604423523, 0.36982083320617676
110000, 0.04116630554199219, 0.00010000000474974513, 90.80654692649841, 0.37137889862060547
115000, 0.027965545654296875, 0.00010000000474974513, 90.86106467247009, 0.37021946907043457
120000, 0.03246307373046875, 1.0000000656873453e-05, 90.6907787322998, 0.37183308601379395
125000, 0.02940082550048828, 1.0000000656873453e-05, 91.71578884124756, 0.3698413372039795
130000, 0.03290081024169922, 1.0000000656873453e-05, 90.92926740646362, 0.3723266124725342
135000, 0.028776168823242188, 1.0000000656873453e-05, 91.66142249107361, 0.3730051517486572
140000, 0.027873992919921875, 1.0000000656873453e-05, 91.74918460845947, 0.37026429176330566
145000, 0.029451370239257812, 1.0000000656873453e-05, 90.99794030189514, 0.37015414237976074
150000, 0.027792930603027344, 1.0000000656873453e-05, 90.96502232551575, 0.3654966354370117
